-314.159    -1.00599e-13
-314.034     0.000208261
-313.908      0.00053844
-313.782     0.000565172
-313.657      0.00102143
-313.531      0.00110077
-313.405      0.00140121
-313.28      0.00160158
-313.154      0.00179119
-313.028      0.00217522
-312.903      0.00219283
-312.777      0.00258421
-312.651      0.00272388
-312.526      0.00302053
-312.4      0.00322188
-312.274      0.00337581
-312.149       0.0037649
-312.023      0.00385659
-311.897      0.00416376
-311.772      0.00432617
-311.646      0.00462057
-311.52      0.00485512
-311.395      0.00500398
-311.269      0.00530169
-311.143      0.00552286
-311.018      0.00575775
-310.892      0.00594828
-310.766      0.00621014
-310.641      0.00643746
-310.515      0.00669123
-310.389      0.00684008
-310.264      0.00717018
-310.138      0.00733031
-310.012      0.00758459
-309.887      0.00784696
-309.761      0.00797336
-309.635      0.00836165
-309.51      0.00840773
-309.384      0.00882697
-309.258      0.00890935
-309.133      0.00917212
-309.007      0.00949614
-308.881       0.0095672
-308.756      0.00998496
-308.63      0.00998899
-308.504       0.0104327
-308.379       0.0105644
-308.253       0.0107649
-308.127       0.0110618
-308.002       0.0112318
-307.876       0.0115451
-307.75       0.0116785
-307.625       0.0119595
-307.499        0.012186
-307.373       0.0124301
-307.248       0.0125997
-307.122       0.0129445
-306.996       0.0130099
-306.871       0.0133984
-306.745       0.0135521
-306.619       0.0137741
-306.494       0.0140631
-306.368       0.0141552
-306.242        0.014624
-306.117       0.0146072
-305.991       0.0149836
-305.865       0.0151603
-305.74       0.0154076
-305.614       0.0156451
-305.488       0.0158586
-305.363       0.0160795
-305.237       0.0163391
-305.111       0.0165446
-304.986       0.0167941
-304.86       0.0170504
-304.734       0.0171292
-304.609       0.0176172
-304.483       0.0176082
-304.357       0.0179948
-304.232       0.0181288
-304.106       0.0183977
-303.981       0.0186501
-303.855       0.0188428
-303.729       0.0190955
-303.604       0.0193163
-303.478       0.0195208
-303.352       0.0198034
-303.227       0.0200593
-303.101        0.020123
-302.975       0.0205889
-302.85       0.0205992
-302.724        0.021009
-302.598       0.0211303
-302.473       0.0213963
-302.347       0.0216027
-302.221       0.0218777
-302.096       0.0220611
-301.97        0.022369
-301.844       0.0224743
-301.719       0.0227914
-301.593       0.0230534
-301.467       0.0231551
-301.342       0.0235696
-301.216       0.0236157
-301.09       0.0239457
-300.965       0.0241635
-300.839       0.0244255
-300.713       0.0245531
-300.588       0.0249401
-300.462       0.0249655
-300.336       0.0254132
-300.211       0.0254889
-300.085       0.0258125
-299.959       0.0259823
-299.834       0.0262282
-299.708       0.0264579
-299.582       0.0267563
-299.457        0.026861
-299.331       0.0272092
-299.205       0.0273746
-299.08       0.0275645
-298.954       0.0279487
-298.828        0.028034
-298.703       0.0283115
-298.577       0.0285591
-298.451       0.0287698
-298.326       0.0289647
-298.2       0.0293519
-298.074       0.0293548
-297.949        0.029773
-297.823       0.0298822
-297.697        0.030188
-297.572       0.0303736
